location,date,total_cases,total_deaths,death_infected_rate
Chile,2020-02-23,2,NULL,NULL
Chile,2020-02-24,2,NULL,NULL
Chile,2020-02-25,2,NULL,NULL
Chile,2020-02-26,2,NULL,NULL
Chile,2020-02-27,2,NULL,NULL
Chile,2020-02-28,2,NULL,NULL
Chile,2020-02-29,2,NULL,NULL
Chile,2020-03-01,9,NULL,NULL
Chile,2020-03-02,9,NULL,NULL
Chile,2020-03-03,10,NULL,NULL
Chile,2020-03-04,10,NULL,NULL
Chile,2020-03-05,13,NULL,NULL
Chile,2020-03-06,13,NULL,NULL
Chile,2020-03-07,13,NULL,NULL
Chile,2020-03-08,20,NULL,NULL
Chile,2020-03-09,20,NULL,NULL
Chile,2020-03-10,25,NULL,NULL
Chile,2020-03-11,35,NULL,NULL
Chile,2020-03-12,35,NULL,NULL
Chile,2020-03-13,55,NULL,NULL
Chile,2020-03-14,88,NULL,NULL
Chile,2020-03-15,101,NULL,NULL
Chile,2020-03-16,182,NULL,NULL
Chile,2020-03-17,228,NULL,NULL
Chile,2020-03-18,265,NULL,NULL
Chile,2020-03-19,265,NULL,NULL
Chile,2020-03-20,461,NULL,NULL
Chile,2020-03-21,592,NULL,NULL
Chile,2020-03-22,687,1,0.14556
Chile,2020-03-23,801,2,0.24969
Chile,2020-03-24,977,2,0.20471
Chile,2020-03-25,1197,3,0.25063
Chile,2020-03-26,1361,4,0.29390
Chile,2020-03-27,1665,5,0.30030
Chile,2020-03-28,2015,6,0.29777
Chile,2020-03-29,2245,7,0.31180
Chile,2020-03-30,2555,8,0.31311
Chile,2020-03-31,2844,12,0.42194
Chile,2020-04-01,3137,16,0.51004
Chile,2020-04-02,3510,18,0.51282
Chile,2020-04-03,3843,22,0.57247
Chile,2020-04-04,4355,27,0.61998
Chile,2020-04-05,4665,34,0.72883
Chile,2020-04-06,5009,37,0.73867
Chile,2020-04-07,5310,43,0.80979
Chile,2020-04-08,5740,48,0.83624
Chile,2020-04-09,6166,57,0.92442
Chile,2020-04-10,6695,65,0.97087
Chile,2020-04-11,7366,73,0.99104
Chile,2020-04-12,7652,80,1.04548
Chile,2020-04-13,7964,82,1.02963
Chile,2020-04-14,8356,92,1.10101
Chile,2020-04-15,8712,94,1.07897
Chile,2020-04-16,9246,105,1.13563
Chile,2020-04-17,9691,116,1.19699
Chile,2020-04-18,10598,126,1.18890
Chile,2020-04-19,10956,133,1.21395
Chile,2020-04-20,11375,139,1.22198
Chile,2020-04-21,11700,147,1.25641
Chile,2020-04-22,12164,160,1.31536
Chile,2020-04-23,12680,168,1.32492
Chile,2020-04-24,13174,174,1.32078
Chile,2020-04-25,14537,181,1.24510
Chile,2020-04-26,15010,189,1.25916
Chile,2020-04-27,15492,198,1.27808
Chile,2020-04-28,16044,207,1.29020
Chile,2020-04-29,16564,216,1.30403
Chile,2020-04-30,17702,227,1.28234
Chile,2020-05-01,18687,234,1.25221
Chile,2020-05-02,21213,247,1.16438
Chile,2020-05-03,22441,260,1.15859
Chile,2020-05-04,23421,270,1.15281
Chile,2020-05-05,24794,275,1.10914
Chile,2020-05-06,25826,281,1.08805
Chile,2020-05-07,27359,285,1.04170
Chile,2020-05-08,28750,294,1.02261
Chile,2020-05-09,32208,304,0.94386
Chile,2020-05-10,33855,312,0.92158
Chile,2020-05-11,35052,323,0.92149
Chile,2020-05-12,36710,335,0.91256
Chile,2020-05-13,39370,346,0.87884
Chile,2020-05-14,42029,368,0.87559
Chile,2020-05-15,44531,394,0.88478
Chile,2020-05-16,50016,421,0.84173
Chile,2020-05-17,52369,450,0.85929
Chile,2020-05-18,54647,478,0.87470
Chile,2020-05-19,58167,509,0.87507
Chile,2020-05-20,62205,544,0.87453
Chile,2020-05-21,66169,589,0.89014
Chile,2020-05-22,70445,630,0.89431
Chile,2020-05-23,80287,673,0.83824
Chile,2020-05-24,83996,718,0.85480
Chile,2020-05-25,88891,761,0.85610
Chile,2020-05-26,92855,806,0.86802
Chile,2020-05-27,97183,841,0.86538
Chile,2020-05-28,101837,890,0.87395
Chile,2020-05-29,105532,944,0.89452
Chile,2020-05-30,118720,997,0.83979
Chile,2020-05-31,123550,1054,0.85310
Chile,2020-06-01,129020,1113,0.86266
Chile,2020-06-02,132548,1188,0.89628
Chile,2020-06-03,137490,1275,0.92734
Chile,2020-06-04,142154,1356,0.95390
Chile,2020-06-05,146361,1448,0.98933
Chile,2020-06-06,160351,1541,0.96102
Chile,2020-06-07,166756,1637,0.98167
Chile,2020-06-08,171452,2264,1.32049
Chile,2020-06-09,175365,2283,1.30186
Chile,2020-06-10,181062,2475,1.36694
Chile,2020-06-11,186698,2648,1.41833
Chile,2020-06-12,193452,2870,1.48357
Chile,2020-06-13,201634,3101,1.53794
Chile,2020-06-14,208572,3323,1.59321
Chile,2020-06-15,213715,3362,1.57312
Chile,2020-06-16,218728,3383,1.54667
Chile,2020-06-17,220628,3615,1.63850
Chile,2020-06-18,225103,3841,1.70633
Chile,2020-06-19,231393,4093,1.76885
Chile,2020-06-20,236748,4295,1.81417
Chile,2020-06-21,242355,4479,1.84812
Chile,2020-06-22,246963,4502,1.82295
Chile,2020-06-23,250767,4505,1.79649
Chile,2020-06-24,254416,4731,1.85955
Chile,2020-06-25,259064,4903,1.89258
Chile,2020-06-26,263360,5068,1.92436
Chile,2020-06-27,267766,5347,1.99689
Chile,2020-06-28,271982,5509,2.02550
Chile,2020-06-29,275999,5575,2.01993
Chile,2020-06-30,279393,5688,2.03584
Chile,2020-07-01,282043,5753,2.03976
Chile,2020-07-02,284541,5920,2.08054
Chile,2020-07-03,288089,6051,2.10039
Chile,2020-07-04,291847,6192,2.12166
Chile,2020-07-05,295532,6308,2.13446
Chile,2020-07-06,298557,6384,2.13829
Chile,2020-07-07,301019,6434,2.13741
Chile,2020-07-08,303083,6573,2.16871
Chile,2020-07-09,306216,6682,2.18212
Chile,2020-07-10,309274,6781,2.19255
Chile,2020-07-11,312029,6881,2.20524
Chile,2020-07-12,315041,6979,2.21527
Chile,2020-07-13,317657,7024,2.21119
Chile,2020-07-14,319493,7069,2.21257
Chile,2020-07-15,321205,7186,2.23720
Chile,2020-07-16,323698,7290,2.25210
Chile,2020-07-17,326439,8347,2.55699
Chile,2020-07-18,328846,8445,2.56807
Chile,2020-07-19,330930,8503,2.56943
Chile,2020-07-20,333029,8633,2.59227
Chile,2020-07-21,334683,8677,2.59260
Chile,2020-07-22,336402,8722,2.59273
Chile,2020-07-23,338759,8838,2.60893
Chile,2020-07-24,341304,8914,2.61175
Chile,2020-07-25,343592,9020,2.62521
Chile,2020-07-26,345790,9112,2.63513
Chile,2020-07-27,347923,9187,2.64053
Chile,2020-07-28,349800,9240,2.64151
Chile,2020-07-29,351575,9278,2.63898
Chile,2020-07-30,353536,9377,2.65235
Chile,2020-07-31,355667,9457,2.65895
Chile,2020-08-01,357658,9533,2.66540
Chile,2020-08-02,359731,9608,2.67088
Chile,2020-08-03,361493,9707,2.68525
Chile,2020-08-04,362962,9745,2.68485
Chile,2020-08-05,364723,9792,2.68478
Chile,2020-08-06,366671,9889,2.69697
Chile,2020-08-07,368825,9958,2.69993
Chile,2020-08-08,371023,10011,2.69822
Chile,2020-08-09,373056,10077,2.70120
Chile,2020-08-10,375044,10139,2.70342
Chile,2020-08-11,376616,10178,2.70249
Chile,2020-08-12,378168,10205,2.69854
Chile,2020-08-13,380034,10299,2.71002
Chile,2020-08-14,382111,10340,2.70602
Chile,2020-08-15,383902,10395,2.70772
Chile,2020-08-16,385946,10452,2.70815
Chile,2020-08-17,387502,10513,2.71302
Chile,2020-08-18,388855,10546,2.71206
Chile,2020-08-19,390037,10578,2.71205
Chile,2020-08-20,391849,10671,2.72324
Chile,2020-08-21,393769,10723,2.72317
Chile,2020-08-22,395708,10792,2.72726
Chile,2020-08-23,397665,10852,2.72893
Chile,2020-08-24,399568,10916,2.73195
Chile,2020-08-25,400985,10958,2.73277
Chile,2020-08-26,402365,10990,2.73135
Chile,2020-08-27,404102,11072,2.73990
Chile,2020-08-28,405972,11132,2.74206
Chile,2020-08-29,408009,11181,2.74038
Chile,2020-08-30,409974,11244,2.74261
Chile,2020-08-31,411726,11289,2.74187
Chile,2020-09-01,413145,11321,2.74020
Chile,2020-09-02,414739,11344,2.73521
Chile,2020-09-03,416501,11422,2.74237
Chile,2020-09-04,418469,11494,2.74668
Chile,2020-09-05,420434,11551,2.74740
Chile,2020-09-06,422510,11592,2.74360
Chile,2020-09-07,424274,11652,2.74634
Chile,2020-09-08,425541,11682,2.74521
Chile,2020-09-09,427027,11702,2.74034
Chile,2020-09-10,428669,11781,2.74827
Chile,2020-09-11,430535,11850,2.75239
Chile,2020-09-12,432666,11895,2.74923
Chile,2020-09-13,434748,11949,2.74849
Chile,2020-09-14,436433,12013,2.75254
Chile,2020-09-15,437983,12040,2.74897
Chile,2020-09-16,439287,12058,2.74490
Chile,2020-09-17,441150,12142,2.75235
Chile,2020-09-18,442827,12199,2.75480
Chile,2020-09-19,444674,12254,2.75573
Chile,2020-09-20,446274,12286,2.75302
Chile,2020-09-21,447468,12298,2.74835
Chile,2020-09-22,448523,12321,2.74702
Chile,2020-09-23,449903,12345,2.74392
Chile,2020-09-24,451634,12469,2.76086
Chile,2020-09-25,453868,12527,2.76005
Chile,2020-09-26,455979,12591,2.76131
Chile,2020-09-27,457901,12641,2.76064
Chile,2020-09-28,459671,12698,2.76241
Chile,2020-09-29,461300,12725,2.75851
Chile,2020-09-30,462991,12741,2.75189
Chile,2020-10-01,464750,12822,2.75890
Chile,2020-10-02,466590,12867,2.75767
Chile,2020-10-03,468471,12919,2.75769
Chile,2020-10-04,470179,12979,2.76044
Chile,2020-10-05,471746,13037,2.76356
Chile,2020-10-06,473306,13070,2.76143
Chile,2020-10-07,474440,13090,2.75904
Chile,2020-10-08,476016,13167,2.76608
Chile,2020-10-09,477769,13220,2.76703
Chile,2020-10-10,479595,13272,2.76733
Chile,2020-10-11,481371,13318,2.76668
Chile,2020-10-12,482832,13376,2.77032
Chile,2020-10-13,484280,13396,2.76617
Chile,2020-10-14,485372,13415,2.76386
Chile,2020-10-15,486496,13434,2.76138
Chile,2020-10-16,488190,13529,2.77126
Chile,2020-10-17,490003,13588,2.77304
Chile,2020-10-18,491760,13635,2.77269
Chile,2020-10-19,493305,13676,2.77232
Chile,2020-10-20,494478,13702,2.77100
Chile,2020-10-21,495637,13719,2.76795
Chile,2020-10-22,497131,13792,2.77432
Chile,2020-10-23,498906,13844,2.77487
Chile,2020-10-24,500542,13892,2.77539
Chile,2020-10-25,502063,13944,2.77734
Chile,2020-10-26,503598,14003,2.78059
Chile,2020-10-27,504525,14026,2.78004
Chile,2020-10-28,505530,14032,2.77570
Chile,2020-10-29,507050,14118,2.78434
Chile,2020-10-30,508571,14158,2.78388
Chile,2020-10-31,510256,14207,2.78429
Chile,2020-11-01,511864,14247,2.78336
Chile,2020-11-02,513140,14302,2.78715
Chile,2020-11-03,514202,14319,2.78470
Chile,2020-11-04,515042,14340,2.78424
Chile,2020-11-05,516582,14404,2.78833
Chile,2020-11-06,518390,14450,2.78748
Chile,2020-11-07,519977,14499,2.78839
Chile,2020-11-08,521558,14543,2.78838
Chile,2020-11-09,522879,14588,2.78994
Chile,2020-11-10,523907,14611,2.78885
Chile,2020-11-11,524804,14633,2.78828
Chile,2020-11-12,526438,14699,2.79216
Chile,2020-11-13,528030,14738,2.79113
Chile,2020-11-14,529676,14777,2.78982
Chile,2020-11-15,531273,14819,2.78934
Chile,2020-11-16,532604,14863,2.79063
Chile,2020-11-17,533610,14883,2.78912
Chile,2020-11-18,534558,14897,2.78679
Chile,2020-11-19,536012,14955,2.79005
Chile,2020-11-20,537585,15003,2.79081
Chile,2020-11-21,539143,15030,2.78776
Chile,2020-11-22,540640,15069,2.78725
Chile,2020-11-23,542080,15106,2.78667
Chile,2020-11-24,543087,15131,2.78611
Chile,2020-11-25,544092,15138,2.78225
Chile,2020-11-26,545662,15235,2.79202
Chile,2020-11-27,547243,15278,2.79181
Chile,2020-11-28,548941,15322,2.79119
Chile,2020-11-29,550430,15356,2.78982
Chile,2020-11-30,551743,15410,2.79297
Chile,2020-12-01,552864,15430,2.79092
Chile,2020-12-02,553898,15438,2.78716
Chile,2020-12-03,555406,15519,2.79417
Chile,2020-12-04,557135,15558,2.79250
Chile,2020-12-05,558668,15592,2.79092
Chile,2020-12-06,560382,15628,2.78881
Chile,2020-12-07,562142,15663,2.78631
Chile,2020-12-08,563534,15680,2.78244
Chile,2020-12-09,564778,15690,2.77808
Chile,2020-12-10,566440,15774,2.78476
Chile,2020-12-11,567974,15782,2.77865
Chile,2020-12-12,569781,15846,2.78107
Chile,2020-12-13,571919,15886,2.77767
Chile,2020-12-14,573830,15931,2.77626
Chile,2020-12-15,575329,15949,2.77215
Chile,2020-12-16,576731,15959,2.76715
Chile,2020-12-17,578732,16007,2.76587
Chile,2020-12-18,581135,16051,2.76201
Chile,2020-12-19,583355,16101,2.76007
Chile,2020-12-20,585546,16154,2.75879
Chile,2020-12-21,587993,16197,2.75462
Chile,2020-12-22,589189,16217,2.75243
Chile,2020-12-23,590914,16228,2.74625
Chile,2020-12-24,594152,16303,2.74391
Chile,2020-12-25,595831,16358,2.74541
Chile,2020-12-26,598394,16404,2.74134
Chile,2020-12-27,600105,16443,2.74002
Chile,2020-12-28,602028,16443,2.73127
Chile,2020-12-29,603986,16488,2.72986
Chile,2020-12-30,606950,16499,2.71835
Chile,2020-12-31,608973,16608,2.72721
Chile,2021-01-01,612564,16660,2.71972
Chile,2021-01-02,615902,16724,2.71537
Chile,2021-01-03,618191,16767,2.71227
Chile,2021-01-04,620641,16767,2.70156
Chile,2021-01-05,623101,16788,2.69427
Chile,2021-01-06,625483,16816,2.68848
Chile,2021-01-07,629176,16913,2.68812
Chile,2021-01-08,633381,16974,2.67990
Chile,2021-01-09,637742,17037,2.67146
Chile,2021-01-10,641923,17096,2.66325
Chile,2021-01-11,645892,17162,2.65710
Chile,2021-01-12,649135,17182,2.64691
Chile,2021-01-13,652525,17204,2.63653
Chile,2021-01-14,656712,17294,2.63342
Chile,2021-01-15,661180,17369,2.62697
Chile,2021-01-16,665493,17435,2.61986
Chile,2021-01-17,669832,17477,2.60916
Chile,2021-01-18,673750,17547,2.60438
Chile,2021-01-19,677151,17573,2.59514
Chile,2021-01-20,680740,17594,2.58454
Chile,2021-01-21,685107,17702,2.58383
Chile,2021-01-22,690066,17786,2.57743
Chile,2021-01-23,694647,17854,2.57023
Chile,2021-01-24,699110,17933,2.56512
Chile,2021-01-25,703178,17999,2.55966
Chile,2021-01-26,706500,18023,2.55103
Chile,2021-01-27,709888,18040,2.54125
Chile,2021-01-28,714143,18174,2.54487
Chile,2021-01-29,718749,18257,2.54011
Chile,2021-01-30,722900,18339,2.53687
Chile,2021-01-31,727109,18452,2.53772
Chile,2021-02-01,730888,18537,2.53623
Chile,2021-02-02,734035,18559,2.52835
Chile,2021-02-03,736645,18576,2.52170
Chile,2021-02-04,740237,18731,2.53041
Chile,2021-02-05,744019,18808,2.52789
Chile,2021-02-06,748082,18895,2.52579
Chile,2021-02-07,751886,18974,2.52352
Chile,2021-02-08,755350,19056,2.52280
Chile,2021-02-09,758189,19084,2.51705
Chile,2021-02-10,760576,19105,2.51191
Chile,2021-02-11,764307,19262,2.52019
Chile,2021-02-12,768471,19345,2.51734
Chile,2021-02-13,772396,19443,2.51723
Chile,2021-02-14,776209,19541,2.51749
Chile,2021-02-15,779541,19624,2.51738
Chile,2021-02-16,782039,19644,2.51190
Chile,2021-02-17,784314,19659,2.50652
Chile,2021-02-18,788142,19798,2.51198
Chile,2021-02-19,791939,19897,2.51244
Chile,2021-02-20,795845,19974,2.50979
Chile,2021-02-21,799460,20042,2.50694
Chile,2021-02-22,803009,20126,2.50632
Chile,2021-02-23,805317,20151,2.50224
Chile,2021-02-24,807872,20173,2.49705
Chile,2021-02-25,812344,20310,2.50017
Chile,2021-02-26,816929,20400,2.49716
Chile,2021-02-27,821418,20476,2.49276
Chile,2021-02-28,824625,20572,2.49471
Chile,2021-03-01,829770,20660,2.48985
Chile,2021-03-02,832512,20684,2.48453
Chile,2021-03-03,835552,20704,2.47788
Chile,2021-03-04,840119,20838,2.48036
Chile,2021-03-05,845450,20928,2.47537
Chile,2021-03-06,850483,21008,2.47013
Chile,2021-03-07,855785,21077,2.46288
Chile,2021-03-08,860533,21163,2.45929
Chile,2021-03-09,864064,21182,2.45144
Chile,2021-03-10,867949,21206,2.44323
Chile,2021-03-11,873512,21362,2.44553
Chile,2021-03-12,879485,21451,2.43904
Chile,2021-03-13,885379,21574,2.43670
Chile,2021-03-14,891110,21674,2.43225
Chile,2021-03-15,896231,21772,2.42928
Chile,2021-03-16,900782,21789,2.41890
Chile,2021-03-17,904212,21816,2.41271
Chile,2021-03-18,911469,21988,2.41237
Chile,2021-03-19,918053,22087,2.40585
Chile,2021-03-20,925089,22180,2.39761
Chile,2021-03-21,931939,22279,2.39061
Chile,2021-03-22,938094,22359,2.38345
Chile,2021-03-23,942958,22384,2.37381
Chile,2021-03-24,947783,22402,2.36362
Chile,2021-03-25,954843,22524,2.35892
Chile,2021-03-26,962321,22587,2.34714
Chile,2021-03-27,969913,22653,2.33557
Chile,2021-03-28,977243,22754,2.32839
Chile,2021-03-29,984484,23070,2.34336
Chile,2021-03-30,989492,23107,2.33524
Chile,2021-03-31,995538,23135,2.32387
Chile,2021-04-01,1003406,23328,2.32488
Chile,2021-04-02,1011485,23421,2.31551
Chile,2021-04-03,1019478,23524,2.30746
Chile,2021-04-04,1026785,23644,2.30272
Chile,2021-04-05,1032612,23677,2.29292
Chile,2021-04-06,1037780,23734,2.28700
Chile,2021-04-07,1043022,23796,2.28145
Chile,2021-04-08,1051270,23979,2.28096
Chile,2021-04-09,1060421,24108,2.27344
Chile,2021-04-10,1068522,24213,2.26603
Chile,2021-04-11,1076499,24346,2.26159
Chile,2021-04-12,1082920,24483,2.26083
Chile,2021-04-13,1088710,24518,2.25202
Chile,2021-04-14,1094267,24548,2.24333
Chile,2021-04-15,1101698,24766,2.24798
Chile,2021-04-16,1109311,24923,2.24671
Chile,2021-04-17,1117348,25055,2.24236
Chile,2021-04-18,1124718,25177,2.23852
Chile,2021-04-19,1131340,25277,2.23425
Chile,2021-04-20,1136189,25317,2.22824
Chile,2021-04-21,1141403,25353,2.22121
Chile,2021-04-22,1148320,25532,2.22342
Chile,2021-04-23,1155902,25641,2.21827
Chile,2021-04-24,1162811,25742,2.21377
Chile,2021-04-25,1169536,25856,2.21079
Chile,2021-04-26,1175614,25975,2.20948
Chile,2021-04-27,1179772,26020,2.20551
Chile,2021-04-28,1184271,26073,2.20161
Chile,2021-04-29,1190991,26247,2.20379
Chile,2021-04-30,1198245,26353,2.19930
Chile,2021-05-01,1203755,26457,2.19787
Chile,2021-05-02,1210920,26561,2.19346
Chile,2021-05-03,1215815,26659,2.19269
Chile,2021-05-04,1219064,26696,2.18988
Chile,2021-05-05,1222949,26726,2.18537
Chile,2021-05-06,1229248,26895,2.18792
Chile,2021-05-07,1235778,27004,2.18518
Chile,2021-05-08,1241976,27101,2.18209
Chile,2021-05-09,1247469,27218,2.18186
Chile,2021-05-10,1252808,27318,2.18054
Chile,2021-05-11,1256546,27356,2.17708
Chile,2021-05-12,1260448,27384,2.17256
Chile,2021-05-13,1266601,27520,2.17274
Chile,2021-05-14,1273516,27647,2.17092
Chile,2021-05-15,1280252,27734,2.16629
Chile,2021-05-16,1286548,27832,2.16331
Chile,2021-05-17,1292096,27934,2.16191
Chile,2021-05-18,1295862,27965,2.15802
Chile,2021-05-19,1300629,27997,2.15257
Chile,2021-05-20,1308311,28169,2.15308
Chile,2021-05-21,1315913,28290,2.14984
Chile,2021-05-22,1323413,28386,2.14491
Chile,2021-05-23,1329918,28518,2.14434
Chile,2021-05-24,1335261,28548,2.13801
Chile,2021-05-25,1339421,28585,2.13413
Chile,2021-05-26,1344618,28624,2.12878
Chile,2021-05-27,1352723,28809,2.12970
Chile,2021-05-28,1361381,28928,2.12490
Chile,2021-05-29,1369597,29047,2.12084
Chile,2021-05-30,1377507,29168,2.11745
Chile,2021-05-31,1384346,29300,2.11652
Chile,2021-06-01,1389357,29344,2.11206
Chile,2021-06-02,1394973,29385,2.10649
Chile,2021-06-03,1403101,29598,2.10947
Chile,2021-06-04,1411346,29696,2.10409
Chile,2021-06-05,1420266,29816,2.09933
Chile,2021-06-06,1427956,29937,2.09649
Chile,2021-06-07,1434884,30058,2.09480
Chile,2021-06-08,1440417,30104,2.08995
Chile,2021-06-09,1445768,30141,2.08477
Chile,2021-06-10,1453477,30339,2.08734
Chile,2021-06-11,1461419,30472,2.08510
Chile,2021-06-12,1468992,30579,2.08163
Chile,2021-06-13,1476473,30707,2.07975
Chile,2021-06-14,1482663,30804,2.07761
Chile,2021-06-15,1487239,30865,2.07532
Chile,2021-06-16,1491561,30922,2.07313
Chile,2021-06-17,1498231,31140,2.07845
Chile,2021-06-18,1505001,31259,2.07701
Chile,2021-06-19,1511275,31392,2.07719
Chile,2021-06-20,1517018,31513,2.07730
Chile,2021-06-21,1522223,31645,2.07887
Chile,2021-06-22,1525933,31690,2.07676
Chile,2021-06-23,1528409,31746,2.07706
Chile,2021-06-24,1531872,31797,2.07570
Chile,2021-06-25,1537471,32012,2.08212
Chile,2021-06-26,1542642,32163,2.08493
Chile,2021-06-27,1547103,32298,2.08764
Chile,2021-06-28,1551137,32454,2.09227
Chile,2021-06-29,1553774,32489,2.09097
Chile,2021-06-30,1555902,32545,2.09171
Chile,2021-07-01,1558557,32588,2.09091
Chile,2021-07-02,1562613,32809,2.09962
Chile,2021-07-03,1566461,32973,2.10494
Chile,2021-07-04,1569784,33103,2.10876
Chile,2021-07-05,1572608,33249,2.11426
Chile,2021-07-06,1574465,33288,2.11424
Chile,2021-07-07,1576336,33328,2.11427
Chile,2021-07-08,1579591,33514,2.12169
Chile,2021-07-09,1582391,33636,2.12564
Chile,2021-07-10,1585160,33767,2.13020
Chile,2021-07-11,1587478,33877,2.13401
Chile,2021-07-12,1589623,33980,2.13761
Chile,2021-07-13,1590887,34016,2.13818
Chile,2021-07-14,1592130,34049,2.13858
Chile,2021-07-15,1594496,34207,2.14532
Chile,2021-07-16,1596549,34309,2.14895
Chile,2021-07-17,1598481,34403,2.15223
Chile,2021-07-18,1599879,34514,2.15729
Chile,2021-07-19,1600883,34539,2.15750
Chile,2021-07-20,1601858,34569,2.15806
Chile,2021-07-21,1602854,34611,2.15934
Chile,2021-07-22,1604713,34792,2.16811
Chile,2021-07-23,1606358,34875,2.17106
Chile,2021-07-24,1607749,34958,2.17434
Chile,2021-07-25,1609177,35026,2.17664
Chile,2021-07-26,1610345,35119,2.18084
Chile,2021-07-27,1611090,35151,2.18181
Chile,2021-07-28,1611917,35176,2.18225
Chile,2021-07-29,1613288,35295,2.18777
Chile,2021-07-30,1614629,35366,2.19035
Chile,2021-07-31,1615771,35448,2.19388
Chile,2021-08-01,1616942,35528,2.19723
Chile,2021-08-02,1617852,35616,2.20144
Chile,2021-08-03,1618457,35640,2.20210
Chile,2021-08-04,1619183,35671,2.20302
Chile,2021-08-05,1620389,35806,2.20972
Chile,2021-08-06,1621571,35880,2.21267
Chile,2021-08-07,1622509,35951,2.21577
Chile,2021-08-08,1623363,36016,2.21860
Chile,2021-08-09,1624316,36107,2.22290
Chile,2021-08-10,1624823,36138,2.22412
Chile,2021-08-11,1625467,36157,2.22441
Chile,2021-08-12,1626595,36243,2.22815
Chile,2021-08-13,1627428,36287,2.22971
Chile,2021-08-14,1628293,36331,2.23123
Chile,2021-08-15,1629192,36380,2.23301
Chile,2021-08-16,1629932,36420,2.23445
Chile,2021-08-17,1630330,36438,2.23501
Chile,2021-08-18,1630831,36456,2.23542
Chile,2021-08-19,1631689,36524,2.23842
Chile,2021-08-20,1632441,36566,2.23996
Chile,2021-08-21,1633153,36605,2.24137
Chile,2021-08-22,1633816,36650,2.24321
Chile,2021-08-23,1634394,36688,2.24475
Chile,2021-08-24,1634774,36701,2.24502
Chile,2021-08-25,1635173,36718,2.24551
Chile,2021-08-26,1635958,36778,2.24810
Chile,2021-08-27,1636627,36807,2.24895
Chile,2021-08-28,1637234,36841,2.25020
Chile,2021-08-29,1637829,36885,2.25207
Chile,2021-08-30,1638330,36923,2.25370
Chile,2021-08-31,1638675,36937,2.25408
Chile,2021-09-01,1639123,36945,2.25395
Chile,2021-09-02,1639698,36995,2.25621
Chile,2021-09-03,1640192,37041,2.25833
Chile,2021-09-04,1640666,37067,2.25927
Chile,2021-09-05,1641091,37090,2.26008
Chile,2021-09-06,1641526,37108,2.26058
Chile,2021-09-07,1641791,37115,2.26064
Chile,2021-09-08,1642146,37122,2.26058
Chile,2021-09-09,1642646,37159,2.26214
Chile,2021-09-10,1643156,37178,2.26260
Chile,2021-09-11,1643630,37201,2.26334
Chile,2021-09-12,1644071,37232,2.26462
Chile,2021-09-13,1644540,37253,2.26525
Chile,2021-09-14,1644832,37253,2.26485
Chile,2021-09-15,1645233,37261,2.26479
Chile,2021-09-16,1645820,37293,2.26592
Chile,2021-09-17,1646403,37318,2.26664
Chile,2021-09-18,1646994,37339,2.26710
Chile,2021-09-19,1647469,37359,2.26766
Chile,2021-09-20,1647746,37367,2.26776
Chile,2021-09-21,1648026,37374,2.26780
Chile,2021-09-22,1648550,37379,2.26739
Chile,2021-09-23,1649409,37410,2.26809
Chile,2021-09-24,1650238,37423,2.26773
Chile,2021-09-25,1650985,37432,2.26725
Chile,2021-09-26,1651750,37440,2.26669
Chile,2021-09-27,1652364,37445,2.26615
Chile,2021-09-28,1652795,37449,2.26580
Chile,2021-09-29,1653406,37455,2.26532
Chile,2021-09-30,1654264,37468,2.26493
Chile,2021-10-01,1655071,37476,2.26431
Chile,2021-10-02,1655884,37484,2.26369
Chile,2021-10-03,1656602,37494,2.26331
Chile,2021-10-04,1657256,37500,2.26278
Chile,2021-10-05,1657749,37506,2.26247
Chile,2021-10-06,1658444,37512,2.26188
Chile,2021-10-07,1659386,37755,2.27524
Chile,2021-10-08,1660372,37542,2.26106
Chile,2021-10-09,1661370,37554,2.26042
Chile,2021-10-10,1662433,37564,2.25958
Chile,2021-10-11,1663383,37571,2.25871
Chile,2021-10-12,1663992,37574,2.25806
Chile,2021-10-13,1664725,37578,2.25731
Chile,2021-10-14,1665916,37583,2.25600
Chile,2021-10-15,1667547,37594,2.25445
Chile,2021-10-16,1669236,37597,2.25235
Chile,2021-10-17,1670750,37609,2.25102
Chile,2021-10-18,1672065,37620,2.24991
Chile,2021-10-19,1672998,37623,2.24884
Chile,2021-10-20,1674226,37628,2.24749
Chile,2021-10-21,1676019,37640,2.24580
Chile,2021-10-22,1678023,37651,2.24377
Chile,2021-10-23,1680017,37662,2.24176
Chile,2021-10-24,1681828,37669,2.23977
Chile,2021-10-25,1683451,37685,2.23856
Chile,2021-10-26,1684608,37691,2.23738
Chile,2021-10-27,1686318,37697,2.23546
Chile,2021-10-28,1688454,37719,2.23394
Chile,2021-10-29,1690735,37729,2.23151
Chile,2021-10-30,1692877,37743,2.22952
Chile,2021-10-31,1695048,37757,2.22749
Chile,2021-11-01,1696786,37777,2.22639
Chile,2021-11-02,1698127,37782,2.22492
Chile,2021-11-03,1699427,37790,2.22369
Chile,2021-11-04,1701316,37795,2.22152
Chile,2021-11-05,1703826,37814,2.21936
Chile,2021-11-06,1706622,37841,2.21730
Chile,2021-11-07,1709189,37862,2.21520
Chile,2021-11-08,1711442,37879,2.21328
Chile,2021-11-09,1713188,37883,2.21126
Chile,2021-11-10,1715352,37895,2.20917
Chile,2021-11-11,1718085,37917,2.20693
Chile,2021-11-12,1721025,37936,2.20427
